  0.213824D+05  0.423675D-01 -0.640962D-02  0.641548D-02  0.222888D-06
  0.213840D+05  0.423880D-01 -0.651568D-02  0.652196D-02  0.222881D-06
  0.213855D+05  0.423958D-01 -0.651370D-02  0.652023D-02  0.222883D-06
  0.213871D+05  0.423912D-01 -0.638866D-02  0.639522D-02  0.222903D-06
  0.213887D+05  0.423745D-01 -0.630309D-02  0.630862D-02  0.222935D-06
  0.213902D+05  0.423774D-01 -0.646442D-02  0.647047D-02  0.222960D-06
  0.213918D+05  0.423928D-01 -0.652891D-02  0.653533D-02  0.222971D-06
  0.213934D+05  0.423956D-01 -0.647865D-02  0.648522D-02  0.222978D-06
  0.213949D+05  0.423861D-01 -0.630106D-02  0.630756D-02  0.222989D-06
  0.213965D+05  0.423646D-01 -0.637872D-02  0.638448D-02  0.222996D-06
  0.213980D+05  0.423853D-01 -0.650331D-02  0.650952D-02  0.222988D-06
  0.213996D+05  0.423956D-01 -0.652333D-02  0.652984D-02  0.222971D-06
  0.214012D+05  0.423934D-01 -0.642275D-02  0.642933D-02  0.222963D-06
  0.214027D+05  0.423791D-01 -0.626288D-02  0.626831D-02  0.222973D-06
  0.214043D+05  0.423734D-01 -0.644046D-02  0.644642D-02  0.222993D-06
  0.214059D+05  0.423912D-01 -0.652506D-02  0.653141D-02  0.223007D-06
  0.214074D+05  0.423964D-01 -0.649803D-02  0.650459D-02  0.223012D-06
  0.214090D+05  0.423893D-01 -0.634560D-02  0.635213D-02  0.223020D-06
  0.214105D+05  0.423701D-01 -0.634445D-02  0.635011D-02  0.223031D-06
  0.214121D+05  0.423823D-01 -0.648697D-02  0.649311D-02  0.223036D-06
  0.214137D+05  0.423950D-01 -0.652857D-02  0.653503D-02  0.223025D-06
  0.214152D+05  0.423953D-01 -0.645228D-02  0.645886D-02  0.223004D-06
  0.214168D+05  0.423833D-01 -0.624699D-02  0.625345D-02  0.222990D-06
  0.214184D+05  0.423688D-01 -0.641283D-02  0.641870D-02  0.222989D-06
  0.214199D+05  0.423892D-01 -0.651699D-02  0.652329D-02  0.222993D-06
  0.214215D+05  0.423968D-01 -0.651287D-02  0.651941D-02  0.222994D-06
  0.214230D+05  0.423921D-01 -0.638556D-02  0.639211D-02  0.222993D-06
  0.214246D+05  0.423753D-01 -0.630686D-02  0.631241D-02  0.222999D-06
  0.214262D+05  0.423787D-01 -0.646668D-02  0.647274D-02  0.223008D-06
  0.214277D+05  0.423940D-01 -0.652939D-02  0.653581D-02  0.223008D-06
  0.214293D+05  0.423966D-01 -0.647717D-02  0.648375D-02  0.222994D-06
  0.214309D+05  0.423871D-01 -0.629758D-02  0.630407D-02  0.222974D-06
  0.214324D+05  0.423654D-01 -0.638157D-02  0.638735D-02  0.222959D-06
  0.214340D+05  0.423866D-01 -0.650473D-02  0.651096D-02  0.222949D-06
