  0.940823D+03  0.550934D-01 -0.748113D-02  0.748146D-02  0.275692D-06
  0.942385D+03  0.551182D-01 -0.738703D-02  0.738803D-02  0.278164D-06
  0.943948D+03  0.550956D-01 -0.759959D-02  0.760092D-02  0.280588D-06
  0.945511D+03  0.550810D-01 -0.762692D-02  0.762848D-02  0.282963D-06
  0.947073D+03  0.551546D-01 -0.742996D-02  0.743164D-02  0.285322D-06
  0.948636D+03  0.552469D-01 -0.727298D-02  0.727543D-02  0.287911D-06
  0.950199D+03  0.553308D-01 -0.750392D-02  0.750675D-02  0.291025D-06
  0.951761D+03  0.553276D-01 -0.754966D-02  0.755257D-02  0.294736D-06
  0.953324D+03  0.553098D-01 -0.736932D-02  0.737205D-02  0.298865D-06
  0.954887D+03  0.552314D-01 -0.715683D-02  0.716152D-02  0.303167D-06
  0.956449D+03  0.551338D-01 -0.739886D-02  0.740384D-02  0.307484D-06
  0.958012D+03  0.550677D-01 -0.745445D-02  0.745958D-02  0.311739D-06
  0.959575D+03  0.551431D-01 -0.728279D-02  0.728778D-02  0.315812D-06
  0.961137D+03  0.552583D-01 -0.705813D-02  0.706375D-02  0.319357D-06
  0.962700D+03  0.553465D-01 -0.730282D-02  0.730998D-02  0.321843D-06
  0.964263D+03  0.553657D-01 -0.736091D-02  0.736897D-02  0.322924D-06
  0.965825D+03  0.553736D-01 -0.718925D-02  0.719746D-02  0.322569D-06
  0.967388D+03  0.553225D-01 -0.699653D-02  0.699290D-02  0.320917D-06
  0.968950D+03  0.552475D-01 -0.723830D-02  0.723705D-02  0.318026D-06
  0.970513D+03  0.551877D-01 -0.729052D-02  0.729118D-02  0.313991D-06
  0.972076D+03  0.552102D-01 -0.711106D-02  0.711297D-02  0.309136D-06
  0.973638D+03  0.552406D-01 -0.691739D-02  0.691445D-02  0.304030D-06
  0.975201D+03  0.552679D-01 -0.715783D-02  0.715620D-02  0.299205D-06
  0.976764D+03  0.553007D-01 -0.720656D-02  0.720595D-02  0.294960D-06
  0.978326D+03  0.553857D-01 -0.702064D-02  0.702059D-02  0.291377D-06
  0.979889D+03  0.554496D-01 -0.684475D-02  0.684447D-02  0.288564D-06
  0.981452D+03  0.554861D-01 -0.708253D-02  0.708312D-02  0.286620D-06
  0.983014D+03  0.555011D-01 -0.712482D-02  0.712601D-02  0.285491D-06
  0.984577D+03  0.555439D-01 -0.692902D-02  0.693049D-02  0.284956D-06
  0.986140D+03  0.555536D-01 -0.677889D-02  0.677661D-02  0.284698D-06
  0.987702D+03  0.555374D-01 -0.701178D-02  0.701043D-02  0.284458D-06
  0.989265D+03  0.555104D-01 -0.704713D-02  0.704652D-02  0.284103D-06
  0.990828D+03  0.555275D-01 -0.684440D-02  0.684428D-02  0.283621D-06
  0.992390D+03  0.555294D-01 -0.670324D-02  0.670338D-02  0.283135D-06
  0.993953D+03  0.555195D-01 -0.693337D-02  0.693390D-02  0.282727D-06
  0.995516D+03  0.555043D-01 -0.696655D-02  0.696740D-02  0.282322D-06
  0.997078D+03  0.555438D-01 -0.676274D-02  0.676376D-02  0.281831D-06
  0.998641D+03  0.555681D-01 -0.662932D-02  0.663091D-02  0.281310D-06
  0.100020D+04  0.555657D-01 -0.685870D-02  0.686064D-02  0.280880D-06
  0.100177D+04  0.555537D-01 -0.689205D-02  0.689422D-02  0.280607D-06
  0.100333D+04  0.555856D-01 -0.668985D-02  0.669209D-02  0.280385D-06
  0.100489D+04  0.555996D-01 -0.655736D-02  0.655965D-02  0.280086D-06
  0.100645D+04  0.555979D-01 -0.678713D-02  0.678983D-02  0.279745D-06
  0.100802D+04  0.555809D-01 -0.682255D-02  0.682550D-02  0.279493D-06
  0.100958D+04  0.556169D-01 -0.662497D-02  0.662793D-02  0.279373D-06
  0.101114D+04  0.556368D-01 -0.649167D-02  0.649451D-02  0.279306D-06
  0.101270D+04  0.556343D-01 -0.672252D-02  0.672579D-02  0.279213D-06
  0.101427D+04  0.556123D-01 -0.676194D-02  0.676545D-02  0.279135D-06
  0.101583D+04  0.556499D-01 -0.657165D-02  0.657512D-02  0.279119D-06
  0.101739D+04  0.556681D-01 -0.643539D-02  0.643850D-02  0.279130D-06
  0.101896D+04  0.556635D-01 -0.666890D-02  0.667248D-02  0.279104D-06
  0.102052D+04  0.556348D-01 -0.671448D-02  0.671831D-02  0.279052D-06
  0.102208D+04  0.556697D-01 -0.653391D-02  0.653769D-02  0.279041D-06
  0.102364D+04  0.556875D-01 -0.638353D-02  0.638677D-02  0.279097D-06
  0.102521D+04  0.556877D-01 -0.662262D-02  0.662633D-02  0.279196D-06
  0.102677D+04  0.556637D-01 -0.667770D-02  0.668167D-02  0.279329D-06
  0.102833D+04  0.556907D-01 -0.651060D-02  0.651454D-02  0.279503D-06
  0.102989D+04  0.557012D-01 -0.633042D-02  0.633378D-02  0.279705D-06
  0.103146D+04  0.556922D-01 -0.657841D-02  0.658224D-02  0.279883D-06
  0.103302D+04  0.556670D-01 -0.664698D-02  0.665107D-02  0.280027D-06
  0.103458D+04  0.556948D-01 -0.649774D-02  0.650181D-02  0.280163D-06
  0.103614D+04  0.557236D-01 -0.627435D-02  0.627793D-02  0.280319D-06
  0.103771D+04  0.557293D-01 -0.653410D-02  0.653816D-02  0.280490D-06
  0.103927D+04  0.557056D-01 -0.661967D-02  0.662399D-02  0.280670D-06
  0.104083D+04  0.557129D-01 -0.649205D-02  0.649633D-02  0.280881D-06
  0.104240D+04  0.557295D-01 -0.621652D-02  0.622018D-02  0.281143D-06
  0.104396D+04  0.557344D-01 -0.648986D-02  0.649403D-02  0.281428D-06
  0.104552D+04  0.557232D-01 -0.659499D-02  0.659945D-02  0.281698D-06
  0.104708D+04  0.557338D-01 -0.649216D-02  0.649661D-02  0.281943D-06
  0.104865D+04  0.557542D-01 -0.615729D-02  0.616139D-02  0.282183D-06
  0.105021D+04  0.557510D-01 -0.644402D-02  0.644808D-02  0.282413D-06
  0.105177D+04  0.557258D-01 -0.657111D-02  0.657552D-02  0.282620D-06
  0.105333D+04  0.557222D-01 -0.649601D-02  0.650047D-02  0.282813D-06
  0.105490D+04  0.557582D-01 -0.619271D-02  0.619686D-02  0.283034D-06
  0.105646D+04  0.557769D-01 -0.639461D-02  0.639847D-02  0.283309D-06
  0.105802D+04  0.557681D-01 -0.654595D-02  0.655022D-02  0.283607D-06
  0.105958D+04  0.557454D-01 -0.650150D-02  0.650588D-02  0.283891D-06
  0.106115D+04  0.557650D-01 -0.623298D-02  0.623712D-02  0.284151D-06
  0.106271D+04  0.557751D-01 -0.634106D-02  0.634468D-02  0.284399D-06
  0.106427D+04  0.557757D-01 -0.651821D-02  0.652228D-02  0.284632D-06
  0.106584D+04  0.557617D-01 -0.650690D-02  0.651115D-02  0.284844D-06
  0.106740D+04  0.558027D-01 -0.627656D-02  0.628064D-02  0.285045D-06
  0.106896D+04  0.558134D-01 -0.628137D-02  0.628472D-02  0.285259D-06
  0.107052D+04  0.557971D-01 -0.648616D-02  0.649002D-02  0.285487D-06
