  0.214116D+05  0.475919D-01 -0.680052D-02  0.680689D-02  0.236748D-06
  0.214132D+05  0.475862D-01 -0.668653D-02  0.669270D-02  0.236733D-06
  0.214147D+05  0.475808D-01 -0.657609D-02  0.658138D-02  0.236713D-06
  0.214163D+05  0.475759D-01 -0.669097D-02  0.669653D-02  0.236690D-06
  0.214179D+05  0.475711D-01 -0.679386D-02  0.679967D-02  0.236667D-06
  0.214194D+05  0.475675D-01 -0.688349D-02  0.688952D-02  0.236648D-06
  0.214210D+05  0.475802D-01 -0.695865D-02  0.696489D-02  0.236633D-06
  0.214226D+05  0.475913D-01 -0.701824D-02  0.702464D-02  0.236624D-06
  0.214241D+05  0.476001D-01 -0.706123D-02  0.706777D-02  0.236622D-06
  0.214257D+05  0.476064D-01 -0.708674D-02  0.709339D-02  0.236625D-06
  0.214272D+05  0.476099D-01 -0.709407D-02  0.710078D-02  0.236633D-06
  0.214288D+05  0.476107D-01 -0.708267D-02  0.708940D-02  0.236643D-06
  0.214304D+05  0.476091D-01 -0.705219D-02  0.705891D-02  0.236652D-06
  0.214319D+05  0.476055D-01 -0.700250D-02  0.700917D-02  0.236658D-06
  0.214335D+05  0.476004D-01 -0.693368D-02  0.694025D-02  0.236659D-06
  0.214351D+05  0.475946D-01 -0.684602D-02  0.685246D-02  0.236654D-06
  0.214366D+05  0.475887D-01 -0.674006D-02  0.674631D-02  0.236643D-06
  0.214382D+05  0.475831D-01 -0.661651D-02  0.662255D-02  0.236627D-06
  0.939747D+03  0.541989D-01 -0.765928D-02  0.765940D-02  0.273576D-06
  0.941310D+03  0.530187D-01 -0.737915D-02  0.737954D-02  0.274394D-06
  0.942873D+03  0.519478D-01 -0.745886D-02  0.746001D-02  0.274676D-06
  0.944435D+03  0.509794D-01 -0.761534D-02  0.761677D-02  0.274552D-06
  0.945998D+03  0.501791D-01 -0.758992D-02  0.759154D-02  0.274137D-06
  0.947561D+03  0.495216D-01 -0.735773D-02  0.735946D-02  0.273613D-06
  0.949123D+03  0.489664D-01 -0.725648D-02  0.725901D-02  0.273311D-06
  0.950686D+03  0.484890D-01 -0.744025D-02  0.744313D-02  0.273543D-06
  0.952249D+03  0.480936D-01 -0.745436D-02  0.745734D-02  0.274358D-06
  0.953811D+03  0.476705D-01 -0.726791D-02  0.727070D-02  0.275543D-06
  0.955374D+03  0.472249D-01 -0.704196D-02  0.704657D-02  0.276895D-06
  0.956937D+03  0.468173D-01 -0.724531D-02  0.725007D-02  0.278358D-06
  0.958499D+03  0.464729D-01 -0.728014D-02  0.728483D-02  0.279840D-06
  0.960062D+03  0.461725D-01 -0.711333D-02  0.711775D-02  0.281015D-06
  0.961625D+03  0.459445D-01 -0.687734D-02  0.688412D-02  0.281454D-06
  0.963187D+03  0.458397D-01 -0.707647D-02  0.708445D-02  0.280912D-06
  0.964750D+03  0.457354D-01 -0.710419D-02  0.711284D-02  0.279472D-06
  0.966313D+03  0.455835D-01 -0.692579D-02  0.693435D-02  0.277173D-06
  0.967875D+03  0.454205D-01 -0.678923D-02  0.678846D-02  0.273818D-06
  0.969438D+03  0.451982D-01 -0.696287D-02  0.696442D-02  0.269319D-06
  0.971000D+03  0.449078D-01 -0.695515D-02  0.695842D-02  0.263922D-06
  0.972563D+03  0.446074D-01 -0.673415D-02  0.673848D-02  0.258020D-06
  0.974126D+03  0.443366D-01 -0.672360D-02  0.672001D-02  0.251964D-06
  0.975688D+03  0.440656D-01 -0.685154D-02  0.684947D-02  0.246119D-06
  0.977251D+03  0.438126D-01 -0.678892D-02  0.678808D-02  0.240872D-06
  0.978814D+03  0.436319D-01 -0.650762D-02  0.650753D-02  0.236429D-06
  0.980376D+03  0.434497D-01 -0.665872D-02  0.666001D-02  0.232764D-06
