  0.214116D+05 -0.153118D-01  0.300000D+02  0.888022D-01  0.100800D+01
  0.214132D+05 -0.155391D-01  0.300000D+02  0.886866D-01  0.100799D+01
  0.214147D+05 -0.157666D-01  0.300000D+02  0.885715D-01  0.100798D+01
  0.214163D+05 -0.159943D-01  0.300000D+02  0.884568D-01  0.100797D+01
  0.214179D+05 -0.162219D-01  0.300001D+02  0.883423D-01  0.100797D+01
  0.214194D+05 -0.164494D-01  0.300001D+02  0.882274D-01  0.100796D+01
  0.214210D+05 -0.166765D-01  0.300001D+02  0.881111D-01  0.100796D+01
  0.214226D+05 -0.169029D-01  0.300001D+02  0.879928D-01  0.100796D+01
  0.214241D+05 -0.171284D-01  0.300001D+02  0.878718D-01  0.100795D+01
  0.214257D+05 -0.173530D-01  0.300001D+02  0.877475D-01  0.100795D+01
  0.214272D+05 -0.175765D-01  0.300001D+02  0.876197D-01  0.100794D+01
  0.214288D+05 -0.177991D-01  0.300001D+02  0.874884D-01  0.100793D+01
  0.214304D+05 -0.180207D-01  0.300001D+02  0.873538D-01  0.100792D+01
  0.214319D+05 -0.182415D-01  0.300001D+02  0.872165D-01  0.100791D+01
  0.214335D+05 -0.184619D-01  0.300001D+02  0.870771D-01  0.100790D+01
  0.214351D+05 -0.186821D-01  0.300001D+02  0.869365D-01  0.100789D+01
  0.214366D+05 -0.189023D-01  0.300000D+02  0.867955D-01  0.100788D+01
  0.214382D+05 -0.191227D-01  0.300000D+02  0.866548D-01  0.100787D+01
  0.939747D+03  0.398943D-01  0.300000D+02 -0.283593D-01  0.101928D+01
  0.941310D+03  0.397234D-01  0.300000D+02 -0.260171D-01  0.101793D+01
  0.942873D+03  0.396104D-01  0.300000D+02 -0.238187D-01  0.101677D+01
  0.944435D+03  0.395842D-01  0.300001D+02 -0.217337D-01  0.101576D+01
  0.945998D+03  0.396338D-01  0.300000D+02 -0.197749D-01  0.101491D+01
  0.947561D+03  0.397310D-01  0.300000D+02 -0.179244D-01  0.101419D+01
  0.949123D+03  0.399102D-01  0.299999D+02 -0.161720D-01  0.101360D+01
  0.950686D+03  0.401497D-01  0.300000D+02 -0.145105D-01  0.101312D+01
  0.952249D+03  0.403823D-01  0.300000D+02 -0.128857D-01  0.101270D+01
  0.953811D+03  0.405870D-01  0.300000D+02 -0.112514D-01  0.101229D+01
  0.955374D+03  0.407722D-01  0.300000D+02 -0.960816D-02  0.101188D+01
  0.956937D+03  0.409475D-01  0.300001D+02 -0.797199D-02  0.101149D+01
  0.958499D+03  0.411285D-01  0.300000D+02 -0.635619D-02  0.101113D+01
