  0.940823D+03  0.539402D-01 -0.748780D-02  0.748813D-02  0.274695D-06
  0.942385D+03  0.532078D-01 -0.738107D-02  0.738208D-02  0.275799D-06
  0.943948D+03  0.525209D-01 -0.758954D-02  0.759089D-02  0.276577D-06
  0.945511D+03  0.519313D-01 -0.762194D-02  0.762351D-02  0.277110D-06
  0.947073D+03  0.514909D-01 -0.744635D-02  0.744804D-02  0.277507D-06
  0.948636D+03  0.511242D-01 -0.720438D-02  0.720681D-02  0.278042D-06
  0.950199D+03  0.508227D-01 -0.743465D-02  0.743744D-02  0.279054D-06
  0.951761D+03  0.505462D-01 -0.749819D-02  0.750116D-02  0.280665D-06
  0.953324D+03  0.502641D-01 -0.735870D-02  0.736151D-02  0.282712D-06
  0.954887D+03  0.499426D-01 -0.701974D-02  0.702431D-02  0.284952D-06
  0.956449D+03  0.496067D-01 -0.726657D-02  0.727138D-02  0.287281D-06
  0.958012D+03  0.493558D-01 -0.734731D-02  0.735216D-02  0.289641D-06
  0.959575D+03  0.491650D-01 -0.722398D-02  0.722866D-02  0.291819D-06
  0.961137D+03  0.490402D-01 -0.687927D-02  0.688539D-02  0.293401D-06
  0.962700D+03  0.489782D-01 -0.712412D-02  0.713166D-02  0.293984D-06
  0.964263D+03  0.489638D-01 -0.720079D-02  0.720922D-02  0.293481D-06
  0.965825D+03  0.488871D-01 -0.706939D-02  0.707796D-02  0.291971D-06
  0.967388D+03  0.487296D-01 -0.680854D-02  0.680624D-02  0.289381D-06
  0.968950D+03  0.485607D-01 -0.703615D-02  0.703629D-02  0.285601D-06
  0.970513D+03  0.483669D-01 -0.708679D-02  0.708884D-02  0.280708D-06
  0.972076D+03  0.481526D-01 -0.692244D-02  0.692580D-02  0.275115D-06
  0.973638D+03  0.479558D-01 -0.675360D-02  0.674991D-02  0.269326D-06
  0.975201D+03  0.478351D-01 -0.695024D-02  0.694802D-02  0.263693D-06
  0.976764D+03  0.477197D-01 -0.696141D-02  0.696040D-02  0.258525D-06
  0.978326D+03  0.476007D-01 -0.675081D-02  0.675057D-02  0.254112D-06
  0.979889D+03  0.475408D-01 -0.671124D-02  0.671221D-02  0.250595D-06
  0.981452D+03  0.474995D-01 -0.686526D-02  0.686693D-02  0.247908D-06
  0.983014D+03  0.474476D-01 -0.682124D-02  0.682330D-02  0.245993D-06
  0.984577D+03  0.474032D-01 -0.654499D-02  0.654706D-02  0.244783D-06
  0.986140D+03  0.473995D-01 -0.669401D-02  0.669340D-02  0.243977D-06
  0.987702D+03  0.473686D-01 -0.678709D-02  0.678743D-02  0.243183D-06
  0.989265D+03  0.473063D-01 -0.666607D-02  0.666702D-02  0.242292D-06
  0.990828D+03  0.472849D-01 -0.647490D-02  0.647365D-02  0.241437D-06
  0.992390D+03  0.472516D-01 -0.667743D-02  0.667690D-02  0.240701D-06
  0.993953D+03  0.471947D-01 -0.668990D-02  0.668995D-02  0.239963D-06
  0.995516D+03  0.471485D-01 -0.647345D-02  0.647390D-02  0.239145D-06
  0.997078D+03  0.471301D-01 -0.651870D-02  0.651964D-02  0.238340D-06
  0.998641D+03  0.470931D-01 -0.664213D-02  0.664338D-02  0.237635D-06
  0.100020D+04  0.470421D-01 -0.655655D-02  0.655798D-02  0.236993D-06
  0.100177D+04  0.470598D-01 -0.633639D-02  0.633815D-02  0.236395D-06
  0.100333D+04  0.470601D-01 -0.654926D-02  0.655135D-02  0.235847D-06
  0.100489D+04  0.470493D-01 -0.657585D-02  0.657814D-02  0.235336D-06
  0.100645D+04  0.470720D-01 -0.637512D-02  0.637744D-02  0.234837D-06
  0.100802D+04  0.471045D-01 -0.642626D-02  0.642897D-02  0.234379D-06
  0.100958D+04  0.471145D-01 -0.654753D-02  0.655051D-02  0.234002D-06
  0.101114D+04  0.471149D-01 -0.645926D-02  0.646234D-02  0.233666D-06
  0.101270D+04  0.471568D-01 -0.628696D-02  0.629008D-02  0.233337D-06
  0.101427D+04  0.471768D-01 -0.648637D-02  0.648987D-02  0.233033D-06
  0.101583D+04  0.471746D-01 -0.649690D-02  0.650058D-02  0.232754D-06
  0.101739D+04  0.472094D-01 -0.627859D-02  0.628219D-02  0.232484D-06
  0.101896D+04  0.472365D-01 -0.640416D-02  0.640796D-02  0.232237D-06
  0.102052D+04  0.472370D-01 -0.650081D-02  0.650488D-02  0.232025D-06
  0.102208D+04  0.472388D-01 -0.638544D-02  0.638953D-02  0.231837D-06
  0.102364D+04  0.472651D-01 -0.630427D-02  0.630822D-02  0.231699D-06
  0.102521D+04  0.472618D-01 -0.647624D-02  0.648057D-02  0.231638D-06
  0.102677D+04  0.472309D-01 -0.645576D-02  0.646023D-02  0.231610D-06
  0.102833D+04  0.472471D-01 -0.620586D-02  0.621017D-02  0.231552D-06
  0.102989D+04  0.472427D-01 -0.642377D-02  0.642821D-02  0.231493D-06
  0.103146D+04  0.472074D-01 -0.649089D-02  0.649560D-02  0.231462D-06
  0.103302D+04  0.471825D-01 -0.634409D-02  0.634875D-02  0.231418D-06
  0.103458D+04  0.471797D-01 -0.633994D-02  0.634446D-02  0.231352D-06
  0.103614D+04  0.471522D-01 -0.648780D-02  0.649267D-02  0.231334D-06
  0.103771D+04  0.471016D-01 -0.643991D-02  0.644484D-02  0.231405D-06
  0.103927D+04  0.471110D-01 -0.622293D-02  0.622750D-02  0.231501D-06
  0.104083D+04  0.470942D-01 -0.644398D-02  0.644900D-02  0.231589D-06
  0.104240D+04  0.470505D-01 -0.648957D-02  0.649478D-02  0.231703D-06
  0.104396D+04  0.470278D-01 -0.631876D-02  0.632384D-02  0.231830D-06
  0.104552D+04  0.470210D-01 -0.636004D-02  0.636509D-02  0.231917D-06
  0.104708D+04  0.469957D-01 -0.649168D-02  0.649708D-02  0.231992D-06
  0.104865D+04  0.469638D-01 -0.642388D-02  0.642931D-02  0.232122D-06
  0.105021D+04  0.469885D-01 -0.624071D-02  0.624550D-02  0.232298D-06
  0.105177D+04  0.469906D-01 -0.644913D-02  0.645444D-02  0.232492D-06
  0.105333D+04  0.469665D-01 -0.647751D-02  0.648305D-02  0.232717D-06
  0.105490D+04  0.469744D-01 -0.628558D-02  0.629097D-02  0.232975D-06
  0.105646D+04  0.469818D-01 -0.636883D-02  0.637387D-02  0.233208D-06
  0.105802D+04  0.469686D-01 -0.648410D-02  0.648953D-02  0.233390D-06
  0.105958D+04  0.469613D-01 -0.639481D-02  0.640030D-02  0.233574D-06
