  0.940823D+03  0.419027D-01  0.300000D+02 -0.288579D-01  0.102069D+01
  0.942385D+03  0.432144D-01  0.300000D+02 -0.284739D-01  0.102164D+01
  0.943948D+03  0.444518D-01  0.300001D+02 -0.279461D-01  0.102247D+01
  0.945511D+03  0.456319D-01  0.300000D+02 -0.273225D-01  0.102322D+01
  0.947073D+03  0.467342D-01  0.300000D+02 -0.266168D-01  0.102390D+01
  0.948636D+03  0.478150D-01  0.299999D+02 -0.258480D-01  0.102454D+01
  0.950199D+03  0.488173D-01  0.300000D+02 -0.250086D-01  0.102512D+01
  0.951761D+03  0.496939D-01  0.300000D+02 -0.240341D-01  0.102555D+01
  0.953324D+03  0.504721D-01  0.300000D+02 -0.229316D-01  0.102583D+01
  0.954887D+03  0.511795D-01  0.300001D+02 -0.217523D-01  0.102602D+01
  0.956449D+03  0.518641D-01  0.300000D+02 -0.205391D-01  0.102618D+01
  0.958012D+03  0.525841D-01  0.300000D+02 -0.193376D-01  0.102638D+01
  0.959575D+03  0.533463D-01  0.300000D+02 -0.181612D-01  0.102667D+01
  0.961137D+03  0.540827D-01  0.300000D+02 -0.169711D-01  0.102697D+01
  0.962700D+03  0.547372D-01  0.300000D+02 -0.157215D-01  0.102720D+01
  0.964263D+03  0.552996D-01  0.300000D+02 -0.144035D-01  0.102733D+01
  0.965825D+03  0.558099D-01  0.300000D+02 -0.130387D-01  0.102739D+01
  0.967388D+03  0.563086D-01  0.300000D+02 -0.116576D-01  0.102744D+01
  0.968950D+03  0.568180D-01  0.300000D+02 -0.102755D-01  0.102752D+01
  0.970513D+03  0.573357D-01  0.300000D+02 -0.889510D-02  0.102763D+01
  0.972076D+03  0.578522D-01  0.300000D+02 -0.751004D-02  0.102777D+01
  0.973638D+03  0.583524D-01  0.300000D+02 -0.611856D-02  0.102792D+01
  0.975201D+03  0.588305D-01  0.299999D+02 -0.471813D-02  0.102806D+01
  0.976764D+03  0.592839D-01  0.299999D+02 -0.330423D-02  0.102819D+01
  0.978326D+03  0.597023D-01  0.300000D+02 -0.187420D-02  0.102831D+01
  0.979889D+03  0.600792D-01  0.300000D+02 -0.426122D-03  0.102840D+01
  0.981452D+03  0.604155D-01  0.300000D+02  0.103924D-02  0.102845D+01
  0.983014D+03  0.607196D-01  0.300001D+02  0.251336D-02  0.102849D+01
  0.984577D+03  0.610031D-01  0.300001D+02  0.399787D-02  0.102852D+01
  0.986140D+03  0.612639D-01  0.300000D+02  0.548795D-02  0.102854D+01
  0.987702D+03  0.615119D-01  0.300000D+02  0.698381D-02  0.102856D+01
