  0.213240D+05  0.476018D-15 -0.883375D-02  0.892611D-02  0.262337D-04
  0.213256D+05  0.623156D-15 -0.883392D-02  0.892628D-02  0.262350D-04
  0.213271D+05  0.325025D-15 -0.883409D-02  0.892646D-02  0.262362D-04
  0.213287D+05  0.398360D-15 -0.883427D-02  0.892663D-02  0.262375D-04
  0.213303D+05  0.102292D-14 -0.883444D-02  0.892680D-02  0.262387D-04
  0.213318D+05  0.981584D-15 -0.883461D-02  0.892698D-02  0.262400D-04
  0.213334D+05  0.294342D-15 -0.883478D-02  0.892715D-02  0.262412D-04
  0.213349D+05  0.508417D-15 -0.883495D-02  0.892733D-02  0.262425D-04
  0.213365D+05  0.497671D-15 -0.883512D-02  0.892750D-02  0.262437D-04
  0.213381D+05  0.344499D-15 -0.883529D-02  0.892767D-02  0.262450D-04
  0.213396D+05  0.378797D-15 -0.883546D-02  0.892785D-02  0.262462D-04
  0.213412D+05  0.459617D-15 -0.883563D-02  0.892802D-02  0.262475D-04
  0.213428D+05  0.334528D-15 -0.883581D-02  0.892819D-02  0.262487D-04
  0.213443D+05  0.335858D-15 -0.883598D-02  0.892837D-02  0.262500D-04
  0.213459D+05  0.327380D-15 -0.883615D-02  0.892854D-02  0.262512D-04
  0.213475D+05  0.335297D-15 -0.883632D-02  0.892872D-02  0.262525D-04
  0.213490D+05  0.381217D-15 -0.883649D-02  0.892889D-02  0.262537D-04
  0.213506D+05  0.339204D-15 -0.883666D-02  0.892906D-02  0.262550D-04
  0.213521D+05  0.404731D-15 -0.883683D-02  0.892924D-02  0.262562D-04
  0.213537D+05  0.433221D-15 -0.883700D-02  0.892941D-02  0.262575D-04
  0.213553D+05  0.435497D-15 -0.883717D-02  0.892958D-02  0.262587D-04
  0.213568D+05  0.385331D-15 -0.883734D-02  0.892976D-02  0.262600D-04
  0.213584D+05  0.377865D-15 -0.883751D-02  0.892993D-02  0.262612D-04
  0.213600D+05  0.512769D-15 -0.883768D-02  0.893010D-02  0.262625D-04
  0.213615D+05  0.435180D-15 -0.883785D-02  0.893028D-02  0.262637D-04
  0.213631D+05  0.658565D-15 -0.883802D-02  0.893045D-02  0.262650D-04
  0.213646D+05  0.544240D-15 -0.883820D-02  0.893062D-02  0.262662D-04
  0.213662D+05  0.551896D-15 -0.883837D-02  0.893080D-02  0.262675D-04
  0.213678D+05  0.493768D-15 -0.883854D-02  0.893097D-02  0.262687D-04
  0.213693D+05  0.385788D-15 -0.883871D-02  0.893115D-02  0.262700D-04
  0.213709D+05  0.456970D-15 -0.883888D-02  0.893132D-02  0.262712D-04
  0.213725D+05  0.360581D-15 -0.883905D-02  0.893149D-02  0.262725D-04
  0.213740D+05  0.492740D-15 -0.883922D-02  0.893166D-02  0.262737D-04
  0.213756D+05  0.463885D-15 -0.883939D-02  0.893184D-02  0.262750D-04
  0.213771D+05  0.461367D-15 -0.883956D-02  0.893201D-02  0.262762D-04
  0.213787D+05  0.535809D-15 -0.883973D-02  0.893218D-02  0.262775D-04
  0.213803D+05  0.398647D-15 -0.883990D-02  0.893236D-02  0.262787D-04
  0.213818D+05  0.450871D-15 -0.884007D-02  0.893253D-02  0.262800D-04
  0.213834D+05  0.727380D-15 -0.884024D-02  0.893270D-02  0.262812D-04
  0.213850D+05  0.677597D-15 -0.884041D-02  0.893288D-02  0.262824D-04
  0.213865D+05  0.700141D-15 -0.884058D-02  0.893305D-02  0.262837D-04
  0.213881D+05  0.560382D-15 -0.884075D-02  0.893322D-02  0.262849D-04
  0.213896D+05  0.581732D-15 -0.884092D-02  0.893340D-02  0.262862D-04
  0.213912D+05  0.564243D-15 -0.884109D-02  0.893357D-02  0.262874D-04
  0.213928D+05  0.505634D-15 -0.884126D-02  0.893374D-02  0.262887D-04
  0.213943D+05  0.544316D-15 -0.884143D-02  0.893391D-02  0.262899D-04
  0.213959D+05  0.658895D-15 -0.884160D-02  0.893409D-02  0.262912D-04
  0.213975D+05  0.636835D-15 -0.884177D-02  0.893426D-02  0.262924D-04
  0.213990D+05  0.571444D-15 -0.884194D-02  0.893443D-02  0.262937D-04
  0.214006D+05  0.475585D-15 -0.884211D-02  0.893461D-02  0.262949D-04
