  0.940823D+03  0.562672D-01 -0.747442D-02  0.747475D-02  0.276702D-06
  0.942385D+03  0.570835D-01 -0.739322D-02  0.739422D-02  0.280587D-06
  0.943948D+03  0.577622D-01 -0.760973D-02  0.761105D-02  0.284752D-06
  0.945511D+03  0.583631D-01 -0.763086D-02  0.763240D-02  0.289106D-06
  0.947073D+03  0.589651D-01 -0.740976D-02  0.741143D-02  0.293609D-06
  0.948636D+03  0.595275D-01 -0.734198D-02  0.734445D-02  0.298471D-06
  0.950199D+03  0.599874D-01 -0.757089D-02  0.757371D-02  0.303917D-06
  0.951761D+03  0.602790D-01 -0.759416D-02  0.759702D-02  0.309962D-06
  0.953324D+03  0.604864D-01 -0.736679D-02  0.736943D-02  0.316429D-06
  0.954887D+03  0.606482D-01 -0.729023D-02  0.729503D-02  0.323052D-06
  0.956449D+03  0.607914D-01 -0.752321D-02  0.752841D-02  0.329604D-06
  0.958012D+03  0.609741D-01 -0.754890D-02  0.755435D-02  0.335998D-06
  0.959575D+03  0.612189D-01 -0.732419D-02  0.732944D-02  0.342211D-06
  0.961137D+03  0.614900D-01 -0.722519D-02  0.723014D-02  0.347928D-06
  0.962700D+03  0.616637D-01 -0.746767D-02  0.747418D-02  0.352521D-06
  0.964263D+03  0.617385D-01 -0.750631D-02  0.751376D-02  0.355425D-06
  0.965825D+03  0.617562D-01 -0.729640D-02  0.730407D-02  0.356498D-06
  0.967388D+03  0.618370D-01 -0.714989D-02  0.714518D-02  0.355975D-06
  0.968950D+03  0.619354D-01 -0.740998D-02  0.740756D-02  0.354149D-06
  0.970513D+03  0.620410D-01 -0.747254D-02  0.747193D-02  0.351217D-06
  0.972076D+03  0.621407D-01 -0.729232D-02  0.729286D-02  0.347389D-06
  0.973638D+03  0.622705D-01 -0.700574D-02  0.700321D-02  0.343141D-06
  0.975201D+03  0.624216D-01 -0.729997D-02  0.729859D-02  0.339037D-06
  0.976764D+03  0.625437D-01 -0.740571D-02  0.740524D-02  0.335469D-06
  0.978326D+03  0.626289D-01 -0.727500D-02  0.727507D-02  0.332516D-06
  0.979889D+03  0.626718D-01 -0.687749D-02  0.687768D-02  0.330113D-06
  0.981452D+03  0.627562D-01 -0.714812D-02  0.714685D-02  0.328284D-06
  0.983014D+03  0.628118D-01 -0.730901D-02  0.730854D-02  0.327059D-06
  0.984577D+03  0.628422D-01 -0.724553D-02  0.724561D-02  0.326327D-06
  0.986140D+03  0.628487D-01 -0.692437D-02  0.692473D-02  0.325758D-06
  0.987702D+03  0.628883D-01 -0.692594D-02  0.692440D-02  0.325088D-06
  0.989265D+03  0.629576D-01 -0.715541D-02  0.715453D-02  0.324206D-06
  0.990828D+03  0.630047D-01 -0.717934D-02  0.717898D-02  0.323181D-06
  0.992390D+03  0.630355D-01 -0.695917D-02  0.695915D-02  0.322108D-06
  0.993953D+03  0.630376D-01 -0.663221D-02  0.663319D-02  0.321030D-06
  0.995516D+03  0.631014D-01 -0.693645D-02  0.693778D-02  0.319894D-06
  0.997078D+03  0.631366D-01 -0.705823D-02  0.705984D-02  0.318642D-06
  0.998641D+03  0.631428D-01 -0.695452D-02  0.695628D-02  0.317274D-06
  0.100020D+04  0.631285D-01 -0.659883D-02  0.660056D-02  0.315880D-06
  0.100177D+04  0.631257D-01 -0.665516D-02  0.665689D-02  0.314574D-06
  0.100333D+04  0.631591D-01 -0.687473D-02  0.687688D-02  0.313394D-06
  0.100489D+04  0.631684D-01 -0.689340D-02  0.689580D-02  0.312304D-06
  0.100645D+04  0.631482D-01 -0.667697D-02  0.667938D-02  0.311229D-06
  0.100802D+04  0.631143D-01 -0.632176D-02  0.632374D-02  0.310184D-06
  0.100958D+04  0.631301D-01 -0.663096D-02  0.663342D-02  0.309252D-06
  0.101114D+04  0.631426D-01 -0.676823D-02  0.677101D-02  0.308501D-06
  0.101270D+04  0.631303D-01 -0.669337D-02  0.669626D-02  0.307927D-06
  0.101427D+04  0.631028D-01 -0.638101D-02  0.638372D-02  0.307465D-06
  0.101583D+04  0.630721D-01 -0.633827D-02  0.634052D-02  0.307061D-06
  0.101739D+04  0.631025D-01 -0.658285D-02  0.658556D-02  0.306726D-06
  0.101896D+04  0.631066D-01 -0.664352D-02  0.664650D-02  0.306507D-06
  0.102052D+04  0.630856D-01 -0.648618D-02  0.648918D-02  0.306411D-06
  0.102208D+04  0.630520D-01 -0.609408D-02  0.609683D-02  0.306400D-06
