  0.940823D+03  0.410376D-01  0.300000D+02 -0.279977D-01  0.101973D+01
  0.942385D+03  0.417540D-01  0.300000D+02 -0.268531D-01  0.101976D+01
  0.943948D+03  0.424530D-01  0.300000D+02 -0.256649D-01  0.101977D+01
  0.945511D+03  0.431568D-01  0.300000D+02 -0.244711D-01  0.101978D+01
  0.947073D+03  0.438362D-01  0.300000D+02 -0.232790D-01  0.101982D+01
  0.948636D+03  0.445396D-01  0.299999D+02 -0.220935D-01  0.101989D+01
  0.950199D+03  0.452391D-01  0.300000D+02 -0.209160D-01  0.101999D+01
  0.951761D+03  0.458658D-01  0.300000D+02 -0.196853D-01  0.102004D+01
  0.953324D+03  0.464228D-01  0.300000D+02 -0.183717D-01  0.102002D+01
  0.954887D+03  0.469299D-01  0.300001D+02 -0.170044D-01  0.101994D+01
  0.956449D+03  0.474113D-01  0.300000D+02 -0.156152D-01  0.101984D+01
  0.958012D+03  0.479097D-01  0.300000D+02 -0.142338D-01  0.101977D+01
  0.959575D+03  0.484633D-01  0.300000D+02 -0.128884D-01  0.101978D+01
  0.961137D+03  0.490577D-01  0.300000D+02 -0.115755D-01  0.101987D+01
  0.962700D+03  0.496308D-01  0.300000D+02 -0.102577D-01  0.101998D+01
  0.964263D+03  0.501350D-01  0.300000D+02 -0.889789D-02  0.102005D+01
  0.965825D+03  0.505580D-01  0.300000D+02 -0.748635D-02  0.102004D+01
  0.967388D+03  0.509223D-01  0.300000D+02 -0.603593D-02  0.101998D+01
  0.968950D+03  0.512679D-01  0.300001D+02 -0.456720D-02  0.101990D+01
  0.970513D+03  0.516139D-01  0.300000D+02 -0.309708D-02  0.101983D+01
  0.972076D+03  0.519723D-01  0.300000D+02 -0.162997D-02  0.101980D+01
  0.973638D+03  0.523375D-01  0.300000D+02 -0.165957D-03  0.101980D+01
  0.975201D+03  0.527025D-01  0.299999D+02  0.129971D-02  0.101983D+01
  0.976764D+03  0.530532D-01  0.300000D+02  0.276780D-02  0.101988D+01
  0.978326D+03  0.533870D-01  0.300000D+02  0.424111D-02  0.101992D+01
  0.979889D+03  0.537028D-01  0.300000D+02  0.572169D-02  0.101996D+01
  0.981452D+03  0.539913D-01  0.300000D+02  0.721093D-02  0.102000D+01
  0.983014D+03  0.542423D-01  0.300000D+02  0.871102D-02  0.102003D+01
  0.984577D+03  0.544544D-01  0.300000D+02  0.102232D-01  0.102003D+01
  0.986140D+03  0.546336D-01  0.300000D+02  0.117428D-01  0.102002D+01
  0.987702D+03  0.547847D-01  0.300000D+02  0.132661D-01  0.102000D+01
  0.989265D+03  0.549110D-01  0.300000D+02  0.147972D-01  0.101997D+01
  0.990828D+03  0.550138D-01  0.300000D+02  0.163311D-01  0.101993D+01
  0.992390D+03  0.551002D-01  0.300000D+02  0.178669D-01  0.101990D+01
  0.993953D+03  0.551758D-01  0.300000D+02  0.194052D-01  0.101988D+01
