  0.213532D+05 -0.537089D-15  0.300003D+02  0.250000D-01  0.987805D+00
  0.213548D+05 -0.333569D-15  0.300003D+02  0.250000D-01  0.987805D+00
  0.213563D+05 -0.277407D-15  0.300003D+02  0.250000D-01  0.987805D+00
  0.213579D+05 -0.680643D-15  0.300003D+02  0.250000D-01  0.987805D+00
  0.213595D+05 -0.611608D-15  0.300003D+02  0.250000D-01  0.987805D+00
  0.213610D+05 -0.415553D-15  0.300003D+02  0.250000D-01  0.987805D+00
  0.213626D+05 -0.474707D-15  0.300003D+02  0.250000D-01  0.987805D+00
  0.213642D+05 -0.422543D-15  0.300003D+02  0.250000D-01  0.987805D+00
  0.213657D+05 -0.456441D-15  0.300003D+02  0.250000D-01  0.987805D+00
  0.213673D+05 -0.421738D-15  0.300003D+02  0.250000D-01  0.987805D+00
  0.213688D+05  0.343201D-15  0.300003D+02  0.250000D-01  0.987805D+00
  0.213704D+05  0.434630D-15  0.300003D+02  0.250000D-01  0.987805D+00
  0.213720D+05  0.419571D-15  0.300003D+02  0.250000D-01  0.987805D+00
  0.213735D+05  0.376910D-15  0.300003D+02  0.250000D-01  0.987805D+00
  0.213751D+05  0.461265D-15  0.300003D+02  0.250000D-01  0.987805D+00
  0.213767D+05  0.412430D-15  0.300003D+02  0.250000D-01  0.987805D+00
  0.213782D+05  0.612189D-15  0.300003D+02  0.250000D-01  0.987805D+00
  0.213798D+05  0.309019D-15  0.300003D+02  0.250000D-01  0.987805D+00
  0.213813D+05  0.335201D-15  0.300003D+02  0.250000D-01  0.987805D+00
  0.213829D+05  0.610317D-15  0.300003D+02  0.250000D-01  0.987805D+00
  0.213845D+05  0.333896D-15  0.300003D+02  0.250000D-01  0.987805D+00
  0.213860D+05  0.288555D-15  0.300003D+02  0.250000D-01  0.987805D+00
  0.213876D+05  0.306431D-15  0.300003D+02  0.250000D-01  0.987805D+00
  0.213892D+05 -0.443804D-16  0.300003D+02  0.250000D-01  0.987805D+00
  0.213907D+05 -0.157455D-15  0.300003D+02  0.250000D-01  0.987805D+00
  0.213923D+05 -0.134830D-15  0.300003D+02  0.250000D-01  0.987805D+00
  0.213938D+05 -0.241089D-15  0.300003D+02  0.250000D-01  0.987805D+00
  0.213954D+05 -0.102773D-15  0.300003D+02  0.250000D-01  0.987805D+00
  0.213970D+05 -0.336976D-15  0.300003D+02  0.250000D-01  0.987805D+00
  0.213985D+05 -0.226832D-15  0.300003D+02  0.250000D-01  0.987805D+00
  0.214001D+05  0.271409D-16  0.300003D+02  0.250000D-01  0.987805D+00
  0.214017D+05  0.739042D-16  0.300003D+02  0.250000D-01  0.987805D+00
  0.214032D+05  0.236880D-15  0.300003D+02  0.250000D-01  0.987805D+00
  0.214048D+05  0.414491D-15  0.300003D+02  0.250000D-01  0.987805D+00
  0.214063D+05  0.535154D-15  0.300003D+02  0.250000D-01  0.987805D+00
  0.214079D+05  0.524099D-15  0.300003D+02  0.250000D-01  0.987805D+00
  0.214095D+05  0.496494D-15  0.300003D+02  0.250000D-01  0.987805D+00
  0.214110D+05  0.405708D-15  0.300003D+02  0.250000D-01  0.987805D+00
  0.214126D+05  0.373206D-15  0.300003D+02  0.250000D-01  0.987805D+00
  0.214142D+05 -0.320248D-16  0.300003D+02  0.250000D-01  0.987805D+00
  0.214157D+05 -0.177157D-15  0.300003D+02  0.250000D-01  0.987805D+00
  0.214173D+05 -0.928259D-16  0.300003D+02  0.250000D-01  0.987805D+00
  0.214188D+05 -0.785409D-16  0.300003D+02  0.250000D-01  0.987805D+00
  0.214204D+05  0.511006D-16  0.300003D+02  0.250000D-01  0.987805D+00
  0.214220D+05  0.976173D-16  0.300003D+02  0.250000D-01  0.987805D+00
  0.214235D+05  0.235146D-15  0.300003D+02  0.250000D-01  0.987805D+00
